case_id,fen,source,source_kind,category,game_index,ply,played_move
pgn_v1_1_vs_v1_g7_p32,1r6/r2k1pBp/1p2p3/pR1n4/3PP2P/6P1/5PK1/2R5 b - - 0 16,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+quiet,7,32,a7c7
validation_0123,3r2k1/1p3pbp/6p1/4P3/1P1p1P2/6PP/6B1/R5K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0305,1nbqkbnr/4pppp/r1pp4/8/3PP3/8/PP3PPP/RNBQKBNR w KQk -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
suite_0015,2r2rk1/1p1nbppp/2q1p3/1pNpP3/PP1P4/4PN2/6PP/R1R2QK1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_rich,,,
validation_0330,rr4k1/3q1ppp/b1n5/p1pp4/1p5P/3P1NP1/PPP1QPB1/R3R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+quiet,,,
pgn_nn_vs_stockfish_2000_g7_p78,3k2Q1/pp6/1q1P2p1/2p4p/7b/P1P5/1P3r1P/K2R4 b - - 4 39,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+in_check,7,78,d8d7
validation_0026,8/8/p3k3/1P4pp/P3K3/8/6PP/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
pgn_nn_vs_material_g3_p23,rnbqkb1r/p1pppp1p/1p4pn/1N1PP1N1/5B2/7P/PPP1QPP1/R3KB1R w KQq - 0 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_rich,3,23,e1c1
validation_0174,8/1B2ppk1/5b2/5P1p/1p4p1/3q2P1/3r3P/4R1QK w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_stockfish_2000_g2_p84,6k1/p7/1p3p1p/1P1r3P/P7/2b2N2/R4KP1/2B5 b - - 11 42,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+capture_available,2,84,d5h5
suite_0004,r3k2r/pbp1qppp/1p2pn2/3p4/1QPP4/2P1P1P1/P4PBP/R1B1K2R w KQkq - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_rich,,,
pgn_v1_1_vs_v1_g2_p14,2r1r2k/pb1n1pp1/7q/1Np2B2/3p4/1P2PP2/PBQ3Pb/3R1R1K w - - 1 8,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,high_material_24_32+capture_rich,2,14,b5d4
validation_0249,2r1r3/p1q1kp2/1p3N2/n6R/6Q1/P7/5PPP/5RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_2000_g6_p65,3R4/p4pkp/5p2/2B5/P4b1P/1b6/6P1/5K1R w - - 1 33,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+capture_available,6,65,h4h5
pgn_v1_1_vs_v1_g5_p24,2b1r1k1/1pp3p1/7P/2p1pp2/1pP4R/rP1BPPp1/P2P2P1/R3K3 b Q - 0 12,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,high_material_24_32+capture_available,5,24,e5e4
validation_0005,8/8/4p3/5P2/1Bk2K2/2P4b/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
suite_0035,8/6p1/p1kbpp2/1p5p/3BKP2/P1P3PP/1P6/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_available,,,
validation_0177,5qk1/6pp/1p4n1/3Q2N1/8/2P5/P5PP/7K b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
suite_0007,r1br2k1/pp2ppbp/5np1/4N1B1/q1B5/1Qn4P/PP3PP1/R4RK1 w - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_rich,,,
validation_0271,2k2r1r/1p4p1/pQq5/3pP1Bp/P1p2P2/2P5/1P4PP/R5K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_2000_g2_p23,r1bq1rk1/pp3pp1/2nbpn1p/8/2BP4/P1N2N2/1P3PPP/R1BQ1RK1 w - - 3 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,2,23,c4a2
pgn_nn_vs_stockfish_full_g2_p30,B1b1r1k1/2ppqpp1/p2b3p/8/Pp1QP3/4B3/1PP2PPP/2KR3R b - - 4 15,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,2,30,d6e5
validation_0280,1r2bk2/2p2p1p/p1p2np1/2Pp4/B2P2P1/1P3P1P/P3NK2/4R3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0095,2K5/4q3/8/8/8/8/k7/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_v1_1_vs_v1_g7_p72,8/8/1p1R4/pk6/3PP2P/2K2n2/6r1/8 b - - 2 36,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,7,72,f3d2
validation_0085,8/1R2n3/2pk2pp/8/4K2P/6P1/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0400,r1bq1rk1/1ppnbppp/3p1n2/p2PpP2/2P1P3/2N1B3/PP4PP/R2QKBNR b KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0097,5R2/5p2/8/P2kp3/8/1PK5/8/7r b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0144,2k5/2p5/r2bK3/4pN2/4P3/1r6/2R2P1P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0066,8/8/3K4/8/1k6/3Q2R1/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_v1_1_vs_v1_g8_p51,8/5ppp/2k5/r3PpP1/2pP4/1pB3P1/p2K4/1R6 w - - 0 26,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+capture_available,8,51,b1h1
pgn_nn_vs_stockfish_full_g5_p35,rn4k1/pb4p1/1p3r2/2b4Q/2pq4/2N5/PP1B1PPP/R5K1 w - - 2 18,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,middle_17_23+capture_available,5,35,h5e8
validation_0203,r4r1k/pp2bpp1/4b2p/4P3/3N4/4B1Q1/Pq3PPP/R2R2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0348,2b2rk1/3nbppp/1qp1p3/3pP3/r7/1P1B4/PBP1QPPP/R3R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0070,6k1/6pp/5p2/R7/8/4KPP1/P5r1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0320,r3k2r/2q2ppp/pnp1p1n1/2bpP3/1P6/2P2BBP/P4PP1/RN1Q1RK1 b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0362,1r2brk1/pp4b1/2pNp1p1/1nP1N3/3P3q/8/PP2QPB1/3R1RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_nn_vs_material_g8_p16,2kr1b1r/ppp1qppp/2n2n2/3ppb2/8/3P3N/PPP1PPPP/RNBQKB1R b KQ - 0 8,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,8,16,e5e4
validation_0255,2kr4/1p4pp/p1pP4/3p4/P7/5P2/1PP1r1PP/2KR3R w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0040,8/8/6p1/6Pp/6kP/r7/8/6K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0032,8/8/8/5k1p/5P1P/1r6/5K2/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0155,3b4/N2k1pp1/7p/1PPnp3/8/7P/5KP1/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
validation_0134,6k1/p5pp/4p3/P3Pp2/1p3P1P/r5P1/2R2K2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
validation_0376,3r2k1/ppqnrppp/2pRp3/4P3/1PP5/P1N3PP/4QPK1/3R4 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_nn_vs_material_g11_p34,r1bq3r/p2pkpbp/1ppR2pn/1Nn1P1N1/2Q2B2/7P/PPP2PP1/1K3B1R b - - 1 17,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,11,34,c6b5
pgn_nn_vs_material_g9_p94,1r4r1/p3k1b1/1p3n2/8/P1p5/2P2P1n/KP6/8 b - - 8 47,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,late_11_16+quiet,9,94,g8h8
suite_0059,4k3/p7/2r4p/2pRP1p1/8/8/P4KPP/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_available,,,
validation_0225,r2q1rk1/pp1n1p2/3Q4/3pp3/4P2b/3PR3/PPP2PPP/R4K2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0395,r3kbnr/pp3ppp/2n1p3/2p5/Q1BPq3/2P2N2/PP3PPP/2B1R1K1 b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0156,6B1/2k1b2p/3q1p2/4p3/Q7/2P5/pP5P/N1K4R w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_material_g4_p12,r1b1kb1r/ppp1qppp/2n2n2/3pp3/8/8/PPPPPPPP/RNBQKBNR b KQkq - 7 6,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,4,12,c8f5
validation_0098,k1r5/P1P5/1K6/8/8/8/3R2p1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0276,3r4/p1r2k2/3p1p1p/2pR1P2/1pN1p3/1P2K3/P3B1PP/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+quiet,,,
validation_0311,r2qr1k1/1ppb1pb1/3p1npp/p1n5/2PNPP2/2N3PP/PP4BK/1RBQR3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_nn_vs_stockfish_2000_g6_p37,5rk1/p2b1ppp/3bpq2/8/P1BP4/4P3/1rPB1QPP/R4K1R w - - 7 19,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_available,6,37,f2f6
validation_0235,3rk2r/ppp2pp1/8/4n3/4n2p/3BK3/PPP3PP/R4R2 b k -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0166,2r5/1p4pp/p1b1k3/3p1BP1/PP1P1K2/8/8/2R5 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
pgn_v1_1_vs_v1_g5_p15,2b2rk1/1pp3p1/r7/p1p1pp1P/1nP3p1/1PB1P3/P1BP1PP1/R3K2R w KQ - 1 8,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,high_material_24_32+capture_available,5,15,c3b4
pgn_v1_1_vs_v1_g7_p91,8/8/1p6/6R1/pQ1P3P/1n1K4/1k5r/8 w - - 4 46,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,7,91,b4a4
validation_0253,r3r1k1/5ppp/2pqp3/1p3b2/1P1P4/PBN1n1P1/7P/R2Q1RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_2000_g3_p106,4k3/8/2n5/2P4p/4bB1P/b7/7r/5K2 b - - 4 53,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+capture_available,3,106,h2c2
validation_0297,r1bq1k2/1p1p3Q/3P1p2/p7/2P5/6R1/3P2PP/5R1K b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+quiet,,,
pgn_v1_1_vs_v1_g21_p24,8/R5k1/3K2p1/8/P6r/8/8/8 b - - 2 12,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+in_check,21,24,g7f6
validation_0227,1r4k1/p6p/1r3p2/3P2p1/2p1b1P1/RP2B2P/1R3P1K/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_full_g3_p24,r1b2rk1/1p2qppp/p1n2n2/2bp4/8/2N1PN2/PP2BPPP/2RQBRK1 b - - 3 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,3,24,f8d8
validation_0135,4k3/2p2p1p/1pP1pPpP/p3P1P1/1P6/P1K5/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0201,N2k1bnr/pp2pppp/8/5b2/3n1B2/5P2/PP4PP/R3KB1R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+quiet,,,
validation_0268,1r3rk1/7R/1b3p2/p3pP1B/1pP5/6PQ/4K2P/1q6 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g19_p69,8/1k6/1P6/2K5/8/8/8/8 w - - 7 35,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,19,69,c5b5
validation_0302,r4rk1/p2n1qpp/1pPp1n2/4pp2/1P1N1B2/PQ4P1/4PPKP/3RR3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0252,8/5pk1/4b1p1/1p2q2p/2p3P1/2PrP2P/R2P1Q2/3N2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_material_g9_p24,rnbqkb1r/p1pppp1p/1p4pn/1N1PP1N1/5B2/7P/PPP1QPP1/2KR1B1R b q - 1 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,9,24,b8a6
validation_0172,4n1k1/3r1p1p/5Np1/3N4/8/8/5PPP/5K2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
pgn_v1_1_vs_v1_g11_p31,8/8/p2p4/Pp2k3/2r1b1Bp/8/4RK2/8 w - - 2 16,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+capture_available,11,31,g4d7
validation_0141,3k4/7p/P3R1p1/r2P1p2/5P2/4K2P/6P1/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0321,2r1r1k1/6p1/p3pn1p/1p1pn3/1P2pN2/1Bq1P3/PQ3PPP/R2R2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0180,8/5pk1/p1p3pp/8/4Q1P1/P3P1K1/2r2q2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
validation_0048,8/2Q2pk1/6p1/8/p7/5K1P/1q6/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0346,r4r2/pp2bkp1/2n2n1p/1N2p3/3pP3/4BN2/PPP2PPP/3R1RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0181,8/4kpp1/p3p2p/1p6/P3P1P1/1Pn1BK2/5P1P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_material_g5_p53,3q3r/4kpbp/2Q4p/2Pp4/8/5N1P/P4PP1/6K1 w - - 3 27,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,late_11_16+capture_available,5,53,c6b7
validation_0207,8/5kpp/2p1pr1q/p2p4/3P1PPr/2P3QP/PP3R2/5RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g13_p47,k3b3/1rK1P3/p4Bp1/6P1/8/8/8/8 w - - 4 24,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+in_check,13,47,c7d8
pgn_nn_vs_stockfish_2000_g2_p36,rbb2rk1/pp3pp1/1q2P2p/5n2/1P6/P1N2N2/B5PP/R1BQRK2 b - - 2 18,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_rich,2,36,f7e6
validation_0316,r1b1k2r/pp3p2/2n1Nn2/3p3p/3P4/2PB2qp/PP1NQ1P1/R4RK1 b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0058,6k1/7p/R5p1/8/P6r/5P2/5K2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0223,r3k2r/1p2ppbp/pn4p1/8/3N4/1PP1B3/1P3PPP/R4RK1 b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_material_g5_p44,2rq3r/PQ1knpbp/7p/2Pp4/8/5N1P/P4PP1/4R1K1 b - - 0 22,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,5,44,c8c7
pgn_nn_vs_material_g5_p29,1r1q1b1r/pppknp1p/3p3p/3P4/1P1P4/5N1P/P1P2PP1/R2QR1K1 w - - 0 15,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,5,29,c2c4
pgn_nn_vs_stockfish_2000_g4_p26,r1b2rk1/pp3ppp/1qn1p3/3p2N1/1bP2B2/1Q2P3/PP1NB1PP/2K2R1n b - - 1 13,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,4,26,b4d2
validation_0131,6k1/8/4pPP1/5p2/p1bP4/P1P2B2/5K2/7R w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
validation_0164,8/4k2p/p1R3p1/r1p1pp2/2K2P2/4P1P1/7P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_rich,,,
validation_0034,3k4/8/PR6/5B2/8/8/1K6/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_v1_1_vs_v1_g13_p15,1r6/1kr1Q3/p1b1pBp1/3pP1P1/P7/1P2Pp2/3K4/8 w - - 3 8,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,13,15,e7e6
validation_0143,2R5/5ppk/1p4p1/pP6/q2PrPP1/7P/1Q4K1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
suite_0042,8/8/1N2k3/1p2n3/4K3/8/1P6/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+quiet,,,
validation_0231,3r1k2/1q3ppp/p3pn2/1p2N3/1P6/P1Q3P1/4PPKP/2R5 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+in_check,,,
validation_0081,8/2r1k1pp/8/8/3R4/4pP1P/4K1P1/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0334,3rrnk1/1pp1bpp1/2n1q3/p2bp1P1/P3N3/2PPB3/1PBNQP2/R3K1R1 b Q -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
suite_0022,8/1b4k1/p2p4/Pp1P2p1/1Pr5/1R3BKP/3R4/4r3 w - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+quiet,,,
validation_0179,1r5k/6p1/3p3p/q7/3b4/Q7/K1R3PP/3R4 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0281,2r3k1/p4ppp/Qp3n2/4p3/5B2/2q1P2P/P4PP1/2RR2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g13_p65,1k1Kb3/1r6/6p1/6P1/8/8/p7/B7 w - - 0 33,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,13,65,a1e5
pgn_nn_vs_material_g6_p44,2kr2r1/ppp2pp1/8/3n1P1p/6n1/6P1/PqP1P2P/R1Q1KB1R b KQ - 1 22,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+capture_rich,6,44,b2c3
validation_0323,r3k2r/pp1b1pp1/3p1R1p/2pP4/1qP1P3/1PN5/P1Q1B1PP/3R2K1 b kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0308,4rrk1/p1qn2bp/2p1p1p1/2pp4/N4P2/1P1P1RQP/P1PB2P1/5R1K b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0343,3rr1k1/1pp2pp1/p1n2b1p/8/3P2b1/2NBPN1P/PP3PP1/R4RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0036,8/k3rp2/P7/5RPp/1K5P/8/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0315,rnbq1rk1/1p1p1ppp/p7/4N3/1Q6/8/PPP1nPPP/R1B1K2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_v1_1_vs_v1_g11_p44,8/3B4/p7/P3k3/3pb2p/8/1pr5/4RK2 b - - 1 22,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,11,44,c2c1
validation_0288,5r1k/4rp1p/p3q1p1/2p5/2P5/P4Q1P/1P4P1/5R1K b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0107,8/5p1k/3Q2pp/1p2Pq2/p4P2/P6P/1P3KP1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0039,8/6bP/p7/5k2/8/P7/5B2/5K2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_material_g5_p28,1r1qkb1r/pppBnp1p/3p3p/3P4/1P1P4/5N1P/P1P2PP1/R2QR1K1 b - - 0 14,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+in_check,5,28,e8d7
suite_0009,r3kb1r/6p1/pqb1pp1p/3pB3/3p2P1/1P6/P1P2PBP/R2Q1RK1 w kq - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_rich,,,
validation_0153,8/5k2/ppp4p/6P1/4KP1P/8/PP6/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0367,3r1rk1/1q1b1pb1/ppn3pp/3p4/2n2BP1/1NP2N1P/PP3PB1/R2QR1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_v1_1_vs_v1_g8_p47,8/3k1ppp/2r5/r3PpP1/2pP4/pp4P1/1B1K2B1/1R6 w - - 0 24,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,8,47,g2c6
pgn_v1_1_vs_v1_g22_p18,3k4/7R/5Kp1/p5P1/7p/r7/8/8 b - - 3 9,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,22,18,h4h3
validation_0120,4q2k/6pp/8/p3r3/R1Q5/5N2/3b1rPP/5RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_rich,,,
validation_0184,8/7p/7k/1r2N3/1P3Pn1/6P1/7P/1R4K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0154,4r3/B5k1/1p2p1pp/2p1n3/8/P4R2/1PPK2PP/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_v1_1_vs_v1_g23_p23,8/P6R/2k5/8/r7/7K/8/8 w - - 5 12,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,23,23,h3g2
pgn_v1_1_vs_v1_g14_p38,k3r3/1r2P3/3K1Bp1/p4bP1/P7/8/8/8 b - - 0 19,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+capture_available,14,38,f5g4
pgn_v1_1_vs_v1_g3_p27,rnb2k2/p4p1p/2pP4/7n/7b/2PB1PN1/p1P2RPP/R2Q2K1 w - - 1 14,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,3,27,g3h5
validation_0264,3q2k1/pp3ppp/3rpn2/2p5/2P5/1P2PN1P/P1Q2PP1/3R2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0314,3rr3/pp4k1/2p1pnp1/4b1q1/4PN1p/P2BQ1PP/1PP5/1K1R2R1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0232,1rbRn1k1/1p2qpp1/p6p/2r5/2N5/3QP2P/2B3P1/3R2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
pgn_nn_vs_material_g5_p3,rnbqkb1r/pppppppp/7n/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,5,3,d2d4
validation_0006,8/8/4B3/8/7K/8/6kn/6n1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_stockfish_2000_g1_p42,1r5r/p1q2kp1/p2b1p2/2pQp2p/B1Pp2b1/B7/P2N1PPP/1R2R1K1 b - - 7 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+in_check,1,42,g4e6
